################################
## INSERT
################################
Count Max Min Avg P90 P99 P99.9 P99.99
580659 36383 439 1526.16 2225 3955 6111 10143
590651 14543 428 1507.17 2163 3775 5959 9295
578229 24927 430 1525.96 2249 3897 6071 10719
584323 21679 424 1509.12 2193 3717 5823 10351
590405 14815 437 1517.03 2207 3769 5871 8959
582942 24879 414 1509.22 2207 3765 6019 10743
579859 18911 443 1514.69 2235 3785 5787 10863
581558 14759 444 1512.96 2229 3983 6211 10063
586591 14151 415 1508.22 2199 3915 6179 9943
579945 19023 436 1537.61 2267 3883 6011 8839
586566 28799 455 1499.62 2183 3843 6195 10903
584392 17263 413 1519.68 2249 3949 6327 9975
571262 21423 426 1543.36 2285 4087 6227 9511
573432 19407 414 1532.52 2289 4009 6439 10687
584591 13847 434 1527.7 2217 3733 5771 9335
581788 15791 439 1500.46 2187 3807 6195 10743
579637 16575 424 1524.9 2223 3931 6151 9887
592814 19839 428 1502.33 2203 3843 6107 12183
575747 20079 418 1535.73 2267 4013 6211 10111
581749 32831 434 1506.34 2195 3933 6203 9087
584658 22655 404 1512.85 2237 4127 6139 9095
583210 25231 426 1539.09 2241 3977 6295 11143
581033 41983 420 1497.91 2185 3887 6355 10039
574931 14135 427 1549.65 2277 3975 6247 9983
585922 14487 439 1490.26 2189 3841 5927 8271
582198 20671 432 1507.69 2233 4039 6139 9367
576450 14703 438 1519.85 2227 3905 5923 8663
585881 15199 423 1502.02 2205 3813 6007 9615
577750 17631 438 1532.24 2251 3919 6347 10799
586061 19935 445 1490.19 2179 3855 6195 10655
576668 17855 408 1539.54 2267 4053 6303 11143
585499 20271 407 1496.54 2181 3887 5907 9535
582116 12839 432 1505.39 2223 3885 6055 8695
566132 19087 446 1550.12 2273 4063 6567 11559
583918 16159 410 1496.84 2245 4087 6319 9799
579817 21839 402 1536.67 2239 3941 5923 9423
575972 35359 437 1517.23 2241 3963 6083 10311
575958 19375 428 1532.85 2241 3883 6259 11335
579542 17279 415 1515.52 2215 3881 6179 11575
591500 16415 444 1492.85 2185 3837 6075 10799
575845 12279 431 1548.11 2269 3925 5823 8151
582873 20383 420 1486.76 2187 3857 6111 10503
585333 21599 406 1518.7 2217 3799 5927 9999
589738 12639 432 1476.65 2147 3791 6003 9503
583030 24959 432 1509.3 2219 3915 6079 10503
580666 23951 423 1530.91 2197 3749 6207 11023
592255 11767 433 1506.37 2181 3743 5875 8159
578360 15927 419 1502.86 2189 3777 5839 10199
586124 17071 436 1503.01 2181 3825 6003 10255
584007 16735 413 1529.33 2217 3729 5635 9119
572805 13911 412 1508.09 2187 3821 5939 10447
585979 20367 391 1514.11 2201 3989 6335 10863
579887 13071 446 1535.01 2219 3811 5879 9479
591185 16655 426 1506.11 2191 3795 5943 10047
575126 27839 420 1552.88 2243 3885 6335 10983
583184 15159 435 1495.6 2179 3841 6139 10791
594048 14623 445 1508.23 2155 3703 5939 9047
590336 20559 432 1500.23 2139 3719 5963 10639
586985 16463 427 1535.45 2227 3951 6287 9775
581524 33631 451 1532.69 2217 3747 5951 9111
590855 32175 440 1489.24 2163 3721 5703 8375
588515 18239 429 1528.24 2191 3751 5779 9255
591191 15831 406 1480.09 2145 3679 6003 10815
584962 20815 448 1522.76 2187 3669 6079 10951
588196 15559 454 1502.28 2153 3827 6195 11191
583577 16623 436 1548.23 2239 3955 6247 10295
582991 25039 442 1532.58 2181 3715 6075 10295
592034 21823 450 1502.01 2151 3671 5711 8991
586903 14863 430 1528.63 2165 3649 6175 10631
588276 16623 426 1497.2 2155 3913 6283 10039
580103 13911 427 1552.45 2213 3779 6051 9511
589238 14687 446 1500.18 2135 3579 5727 9383
578841 14359 447 1545.1 2233 3881 6027 9263
584327 16863 426 1501.25 2143 3629 5623 9567
594681 18735 428 1501.45 2149 3753 6003 11711
577279 19711 445 1549.12 2227 3869 6003 9607
590979 31743 413 1478.62 2121 3617 5715 9863
576867 22015 392 1548.82 2215 3731 6003 9359
581642 13943 436 1506.33 2157 3673 5891 9631
582306 21679 406 1546.5 2235 3851 6411 10455
581080 37471 447 1509.4 2145 3675 5907 12887
590382 17263 375 1496.83 2127 3783 6347 11727
580615 15223 428 1545.22 2215 3811 5835 9871
595427 15455 429 1484.14 2107 3615 5783 9735
580003 13567 408 1545.73 2215 3803 5811 8863
593273 17087 408 1473.97 2091 3535 5459 9063
592753 17199 421 1513.01 2159 3733 6067 11967
589897 19519 388 1529.61 2171 3647 5815 10071
585510 20031 418 1473.73 2133 3717 6351 12455
581642 15479 438 1538.02 2201 3641 5679 8751
594197 15087 440 1466.85 2103 3629 6063 9863
585156 30943 438 1543.18 2205 3785 6071 10239
581011 19007 435 1498.87 2145 3701 5919 10255
589511 13663 454 1517.55 2169 3615 5759 9031
579073 22703 448 1539.99 2207 3775 5971 8983
602139 15631 412 1453.49 2063 3501 5511 9071
578598 32463 456 1553.11 2237 3945 5927 10743
594566 13023 423 1467.26 2083 3579 5675 8631
590209 18815 431 1521.54 2159 3635 5691 10903
585089 14839 427 1498.21 2145 3759 5879 9103
595295 41727 448 1507.68 2151 3597 5599 9607
581470 17807 441 1522.37 2175 3897 6183 10335
597006 13943 463 1493.99 2143 3837 6031 9439
569669 24751 447 1562.69 2253 3947 6363 11303
585760 16527 438 1489.67 2135 3659 5771 9967
577458 25471 422 1531.34 2199 3789 6091 9943
588964 34911 426 1497.99 2127 3629 5775 9647
592174 24255 449 1509.1 2153 3663 5731 10431
576965 16687 455 1537.89 2197 3841 6103 10735
590317 24575 399 1483.18 2125 3755 6167 10895
583644 17903 442 1520.2 2167 3829 6127 9223
585101 14247 425 1484.85 2141 3825 6087 8847
574091 16223 451 1533.48 2245 3993 6331 10111
564156 16055 424 1527.4 2245 4099 6523 11031
575287 17231 433 1486.48 2177 4007 6171 9159
570387 24655 442 1537.44 2225 3995 6171 9279
585299 15807 407 1479.11 2167 3949 6199 10167
576400 26943 443 1503.48 2199 3935 6175 10007
576150 37407 378 1477.72 2175 4015 6391 9727
578605 18271 403 1507.64 2213 4207 6531 9271
570156 34175 433 1516.4 2217 4151 6575 10647
573568 30223 431 1497.34 2177 3917 6271 10623
568880 19583 445 1515.23 2201 3975 6263 10151
581691 15943 420 1491.28 2181 3927 6127 8855
574259 14863 419 1512.32 2235 3993 6243 9679
570151 28655 431 1517.84 2227 4107 6683 10351
576797 24031 402 1498.57 2179 3927 6267 11343
570521 16191 419 1508.03 2211 4091 6395 9743
580698 18991 423 1510.18 2209 4007 5983 8967
565111 29679 429 1532.3 2291 4231 6271 8991
570119 17887 420 1519.23 2247 4131 6411 10247
576031 15479 410 1518.24 2221 4059 6311 9327
568858 17519 419 1517.01 2231 4115 6115 9359
571233 20863 417 1543.66 2271 4041 6347 10815
577345 31679 400 1504.51 2213 3933 6263 10335
579974 19679 401 1511.63 2219 4063 6531 10095
573714 17615 424 1508.76 2201 3941 6295 10087
572457 28047 430 1516.81 2243 4099 6599 10335
563398 13055 422 1549 2299 4131 6215 9031
571313 16687 431 1503.55 2217 4067 6407 11167
570860 21903 419 1518.02 2239 3981 6423 11423
578300 27407 423 1513 2195 3991 6199 14967
584848 19423 420 1506.85 2195 3869 6003 9567
569240 14647 408 1535.36 2255 3941 5999 9967
572649 15063 442 1508.34 2195 3709 5851 9919
